Country/Territory,Status,PR Rating,CL Rating,A Aggr,B Aggr,C Aggr,Add A,Add B,PR Aggr,D Aggr,E Aggr,F Aggr,G Aggr,CL Aggr,Total Aggr
Finland,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
France,F,1,2,12,15,11,0,0,38,14,11,13,14,52,90
Gabon,NF,6,5,2,3,3,0,0,8,9,4,6,5,24,32
Gaza Strip*,NF,7,6,0,2,1,0,0,3,4,3,0,2,9,12
Georgia,PF,3,3,9,11,7,0,0,27,11,8,8,10,37,64
Germany,F,1,1,12,15,12,0,0,39,15,12,14,15,56,95
Ghana,F,1,2,12,15,10,0,0,37,14,11,11,10,46,83
Greece,F,2,2,12,15,8,0,0,35,14,11,11,13,49,84
Grenada,F,1,2,12,16,10,0,0,38,15,11,12,13,51,89
Guatemala,PF,4,4,8,10,5,0,0,23,11,6,6,8,31,54
Guinea,PF,5,5,6,8,3,0,0,17,10,5,4,5,24,41
Guinea-Bissau,PF,5,5,7,8,1,0,0,16,10,5,4,5,24,40
Guyana,F,2,3,11,13,8,0,0,32,15,10,8,9,42,74
Haiti,PF,5,5,3,8,4,0,0,15,10,4,4,6,24,39
Honduras,PF,4,4,7,8,4,0,0,19,9,5,5,8,27,46
Hong Kong*,PF,5,2,3,7,6,0,0,16,12,8,12,13,45,61
Hungary,F,3,2,9,13,7,0,0,29,13,11,10,13,47,76
Iceland,F,1,1,12,16,10,0,0,38,16,12,15,16,59,97
India,F,2,3,12,14,9,0,0,35,13,10,9,10,42,77
Indian Kashmir*,PF,4,4,9,9,4,0,0,22,9,5,6,8,28,50
Indonesia,PF,2,4,11,14,6,0,0,31,12,8,5,9,34,65
Iran,NF,6,6,3,2,2,0,0,7,2,1,3,4,10,17
Iraq,NF,5,6,8,5,2,0,3,12,5,6,0,4,15,27
Ireland,F,1,1,12,16,11,0,0,39,16,12,14,15,57,96
Israel,F,1,2,12,14,10,0,0,36,12,10,11,11,44,80
Italy,F,1,1,12,14,10,0,0,36,15,12,12,14,53,89
Jamaica,F,2,3,12,13,9,0,0,34,15,9,7,10,41,75
Japan,F,1,1,12,16,12,0,0,40,15,12,15,14,56,96
Jordan,PF,5,5,3,6,3,0,0,12,7,4,6,8,25,37
Kazakhstan,NF,7,5,1,3,1,0,0,5,4,1,4,8,17,22
Kenya,PF,4,4,7,10,5,0,0,22,10,7,5,7,29,51
Kiribati,F,1,1,12,16,9,0,0,37,15,12,15,13,55,92
Kosovo,PF,3,4,9,10,5,0,0,24,9,6,6,7,28,52
Kuwait,PF,5,5,2,7,4,0,0,13,6,4,7,6,23,36
Kyrgyzstan,PF,5,5,5,6,4,0,2,13,9,4,4,7,24,37
Laos,NF,7,6,0,0,1,0,0,1,4,0,2,5,11,12
Latvia,F,1,2,12,15,9,0,0,36,15,12,12,12,51,87
Lebanon,PF,5,4,3,9,2,0,0,14,11,7,5,7,30,44
Lesotho,PF,3,3,10,11,6,0,0,27,12,7,9,9,37,64
Liberia,PF,3,4,9,12,7,0,0,28,11,8,7,8,34,62
Libya,NF,7,6,1,2,0,0,0,3,4,2,0,4,10,13
Liechtenstein,F,2,1,10,13,10,0,0,33,16,12,14,16,58,91
Lithuania,F,1,1,12,16,10,0,0,38,16,11,13,13,53,91
Luxembourg,F,1,1,12,16,10,0,0,38,16,12,16,16,60,98
Macedonia,PF,4,3,6,10,5,0,0,21,10,8,8,10,36,57
Madagascar,PF,3,4,9,10,5,0,0,24,10,8,6,8,32,56
Malawi,PF,3,3,8,12,6,0,0,26,13,8,9,7,37,63
Malaysia,PF,4,4,6,7,5,0,0,18,7,5,5,9,26,44
Maldives,PF,5,5,7,5,5,0,0,17,5,5,6,7,23,40
Mali,PF,5,4,6,7,4,0,0,17,12,6,6,4,28,45
Malta,F,1,1,12,16,11,0,0,39,16,12,15,14,57,96
Marshall Islands,F,1,1,12,15,10,0,0,37,16,11,15,13,55,92
Mauritania,NF,6,5,3,2,4,0,0,9,9,4,4,4,21,30
Mauritius,F,1,2,12,15,10,0,0,37,15,12,13,12,52,89
Mexico,PF,3,3,9,12,7,0,0,28,13,8,6,10,37,65
Micronesia,F,1,1,12,15,10,0,0,37,16,11,15,14,56,93
Moldova,PF,3,3,10,12,5,0,0,27,12,8,6,9,35,62
Monaco,F,3,1,7,11,9,0,0,27,16,12,15,14,57,84
Mongolia,F,1,2,11,16,9,0,0,36,14,11,12,12,49,85
Montenegro,PF,3,3,8,11,7,0,0,26,12,9,10,12,43,69
Morocco,PF,5,4,5,7,3,0,0,15,7,6,6,7,26,41
Mozambique,PF,4,4,6,9,5,0,0,20,11,7,7,8,33,53
Myanmar,PF,5,5,5,8,4,0,3,14,7,5,1,5,18,32
Nagorno-Karabakh*,PF,5,5,6,6,3,0,0,15,6,3,4,5,18,33
Namibia,F,2,2,10,11,9,0,0,30,14,12,11,10,47,77
Nauru,F,2,2,12,15,8,0,0,35,13,9,10,14,46,81
Nepal,PF,3,4,9,10,5,0,0,24,9,5,6,8,28,52
Netherlands,F,1,1,12,16,12,0,0,40,16,12,15,16,59,99
New Zealand,F,1,1,12,16,12,0,0,40,16,12,15,15,58,98
Nicaragua,PF,5,4,3,6,5,0,0,14,11,5,7,10,33,47
Niger,PF,4,4,6,9,6,0,0,21,11,6,5,6,28,49
Nigeria,PF,3,5,9,10,6,0,0,25,9,7,4,5,25,50
North Korea,NF,7,7,0,0,0,0,0,0,0,0,0,3,3,3
Northern Cyprus*,F,2,2,11,12,9,0,0,32,14,11,12,11,48,80
Norway,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Oman,NF,6,5,2,2,2,2,0,8,5,3,4,5,17,25
Pakistan,PF,4,5,7,8,6,0,0,21,6,6,4,6,22,43
Pakistani Kashmir*,NF,6,5,4,4,3,0,2,9,6,4,3,6,19,28
Palau,F,1,1,12,15,10,0,0,37,16,11,15,13,55,92
Panama,F,2,2,12,15,8,0,0,35,15,11,10,12,48,83
Papua New Guinea,PF,3,3,9,13,4,0,0,26,13,9,7,9,38,64
Paraguay,PF,3,3,10,12,5,0,0,27,12,8,7,10,37,64
Peru,F,2,3,11,13,7,0,0,31,15,8,8,10,41,72
Philippines,PF,3,3,9,11,7,0,0,27,14,8,4,10,36,63
Poland,F,1,2,12,16,9,0,0,37,14,12,12,14,52,89
Portugal,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Qatar,NF,6,5,2,2,3,2,0,9,7,2,4,4,17,26
Romania,F,2,2,11,14,10,0,0,35,14,11,12,12,49,84
Russia,NF,7,6,0,3,2,0,0,5,3,3,2,7,15,20
Rwanda,NF,6,6,2,1,5,0,0,8,4,2,3,7,16,24
Samoa,F,2,2,9,12,9,0,0,30,14,10,14,12,50,80
San Marino,F,1,1,12,15,11,0,0,38,15,12,16,16,59,97
Sao Tome and Principe,F,2,2,11,14,9,0,0,34,15,10,12,10,47,81
Saudi Arabia,NF,7,7,0,0,1,2,0,3,3,0,2,2,7,10
Senegal,F,2,2,11,13,8,0,0,32,15,10,10,11,46,78
Serbia,F,3,2,9,13,7,0,0,29,14,10,10,13,47,76
Seychelles,PF,3,3,10,11,7,0,0,28,12,9,11,11,43,71
Sierra Leone,PF,3,3,10,11,7,0,0,28,12,7,9,10,38,66
Singapore,PF,4,4,4,8,7,0,0,19,9,4,7,12,32,51
Slovakia,F,1,1,12,15,9,0,0,36,15,12,12,14,53,89
Slovenia,F,1,1,12,16,11,0,0,39,14,12,14,13,53,92
Solomon Islands,F,3,2,9,13,5,0,0,27,14,9,9,12,44,71
Somalia,NF,7,7,0,0,0,0,0,0,3,1,0,1,5,5
Somaliland*,PF,5,5,2,9,4,0,0,15,7,5,7,6,25,40
South Africa,F,2,2,12,14,7,0,0,33,15,11,9,10,45,78
South Korea,F,2,2,11,13,8,0,0,32,13,11,13,13,50,82
South Ossetia*,NF,7,6,2,2,0,0,2,2,4,1,1,3,9,11
South Sudan,NF,7,7,1,1,0,0,4,-2,4,2,0,0,6,4
Spain,F,1,1,12,16,10,0,0,38,15,11,15,15,56,94
Sri Lanka,PF,3,4,8,10,7,0,1,24,9,8,7,8,32,56
St. Kitts and Nevis,F,1,1,10,16,10,0,0,36,15,12,13,13,53,89
St. Lucia,F,1,1,12,16,11,0,0,39,15,12,12,14,53,92
St. Vincent and the Grenadines,F,1,1,11,16,10,0,0,37,15,12,13,14,54,91
Sudan,NF,7,7,2,3,1,0,4,2,2,1,0,1,4,6
Suriname,F,2,3,12,14,8,0,0,34,15,11,7,10,43,77
Swaziland,NF,7,5,0,1,0,0,0,1,7,2,4,4,17,18
Sweden,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Switzerland,F,1,1,12,15,12,0,0,39,15,12,15,15,57,96
Syria,NF,7,7,0,0,0,0,3,-3,2,0,0,0,2,-1
Taiwan,F,1,1,12,15,10,0,0,37,16,11,14,13,54,91
Tajikistan,NF,7,6,0,0,1,0,0,1,2,2,2,4,10,11
Tanzania,PF,3,4,7,11,7,0,0,25,9,6,9,9,33,58
Thailand,NF,6,5,1,3,3,0,0,7,6,4,5,10,25,32
The Gambia,NF,6,6,3,5,0,0,0,8,3,2,1,6,12,20
Tibet*,NF,7,7,0,0,1,0,3,-2,0,0,0,3,3,1
Timor-Leste,PF,3,3,11,12,6,0,0,29,12,8,7,9,36,65
Togo,PF,4,4,6,7,5,0,0,18,9,7,7,7,30,48
Tonga,F,2,2,9,14,7,0,0,30,12,9,11,12,44,74
Transnistria*,NF,6,6,3,5,2,0,0,10,5,2,2,5,14,24
Trinidad and Tobago,F,2,2,11,13,9,0,0,33,15,11,9,13,48,81
Tunisia,F,1,3,11,16,9,0,0,36,13,9,9,11,42,78
Turkey,PF,4,5,8,7,3,0,0,18,6,3,4,7,20,38
Turkmenistan,NF,7,7,0,0,0,0,0,0,1,0,0,3,4,4
Tuvalu,F,1,1,12,15,10,0,0,37,16,12,15,14,57,94
Uganda,NF,6,5,3,5,3,0,0,11,9,4,4,7,24,35
Ukraine,PF,3,3,9,10,6,0,0,25,11,9,6,10,36,61
United Arab Emirates,NF,6,6,1,2,2,2,0,7,4,2,3,4,13,20
United Kingdom,F,1,1,12,16,12,0,0,40,14,12,14,15,55,95
United States,F,1,1,11,14,11,0,0,36,16,10,12,15,53,89
Uruguay,F,1,1,12,16,12,0,0,40,16,12,15,15,58,98
Uzbekistan,NF,7,7,0,0,0,0,0,0,0,0,0,3,3,3
Vanuatu,F,2,2,10,15,7,0,0,32,15,11,11,11,48,80
Venezuela,NF,6,5,5,6,0,0,0,11,8,3,1,7,19,30
Vietnam,NF,7,5,0,1,2,0,0,3,4,1,4,8,17,20
West Bank*,NF,7,5,2,4,2,0,3,5,8,5,5,5,23,28
Western Sahara*,NF,7,7,0,0,0,0,3,-3,3,0,0,4,7,4
Yemen,NF,7,6,0,1,1,0,0,2,5,3,2,2,12,14
Zambia,PF,4,4,6,11,6,0,0,23,10,7,8,8,33,56
Zimbabwe,PF,5,5,3,6,3,0,0,12,8,4,3,5,20,32
