Country/Territory,Status,PR Rating,CL Rating,A Aggr,B Aggr,C Aggr,Add A,Add B,PR Aggr,D Aggr,E Aggr,F Aggr,G Aggr,CL Aggr,Total Aggr
El Salvador,F,2,3,12,13,8,0,0,33,15,8,7,10,40,73
Equatorial Guinea,NF,7,7,0,1,0,0,0,1,4,0,0,3,7,8
Eritrea,NF,7,6,0,1,2,0,0,3,2,0,2,6,10,13
Estonia,F,1,1,12,15,12,0,0,39,16,12,14,14,56,95
Ethiopia,PF,5,5,5,4,4,0,0,13,7,3,4,6,20,33
Fiji,PF,6,4,0,5,2,0,0,7,10,4,7,10,31,38
Finland,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
France,F,1,1,12,15,11,0,0,38,16,12,15,15,58,96
Gabon,PF,6,4,2,5,3,0,0,10,10,5,6,5,26,36
Georgia,PF,4,4,6,6,6,0,0,18,11,7,5,10,33,51
Germany,F,1,1,12,15,12,0,0,39,15,12,15,15,57,96
Ghana,F,1,2,12,15,10,0,0,37,14,11,12,10,47,84
Greece,F,1,2,12,15,10,0,0,37,14,12,12,13,51,88
Grenada,F,1,2,12,16,10,0,0,38,15,10,12,15,52,90
Guatemala,PF,3,4,9,10,5,0,0,24,12,8,5,8,33,57
Guinea,NF,7,5,1,3,1,0,0,5,8,5,4,6,23,28
Guinea-Bissau,PF,4,4,9,9,3,0,0,21,10,8,6,5,29,50
Guyana,F,2,3,11,13,7,0,0,31,15,10,8,9,42,73
Haiti,PF,4,5,7,10,5,0,0,22,10,6,4,5,25,47
Honduras,PF,3,3,9,10,6,0,0,25,12,7,7,9,35,60
Hong Kong*,PF,5,2,3,7,6,0,0,16,14,10,15,13,52,68
Hungary,F,1,1,12,15,10,0,0,37,16,12,13,14,55,92
Iceland,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
India,F,2,3,11,14,9,0,0,34,13,10,9,10,42,76
Indian Kashmir*,PF,5,4,6,8,3,0,0,17,8,6,4,8,26,43
Indonesia,F,2,3,11,13,6,0,0,30,11,9,7,9,36,66
Iran,NF,6,6,3,3,3,0,0,9,4,2,3,4,13,22
Iraq,NF,6,6,7,5,1,0,2,11,5,3,1,4,13,24
Ireland,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Israel,F,1,2,12,15,10,0,0,37,13,12,11,11,47,84
Israeli Occupied Territories*,NF,6,6,3,2,3,0,2,6,6,5,1,3,15,21
Italy,F,1,2,12,15,11,0,0,38,14,12,12,14,52,90
Jamaica,F,2,3,12,14,8,0,0,34,15,9,7,10,41,75
Japan,F,1,2,12,15,10,0,0,37,13,10,15,13,51,88
Jordan,PF,5,5,2,6,5,0,0,13,7,4,6,8,25,38
Kazakhstan,NF,6,5,2,3,2,0,0,7,7,4,4,8,23,30
Kenya,PF,4,3,6,9,4,0,0,19,13,9,7,6,35,54
Kiribati,F,1,1,12,16,8,0,0,36,15,12,15,13,55,91
Kosovo,NF,6,5,6,5,3,0,3,11,7,6,4,7,24,35
Kuwait,PF,4,4,4,9,6,0,0,19,9,6,7,5,27,46
Kyrgyzstan,PF,5,4,4,5,4,0,0,13,9,5,5,7,26,39
Laos,NF,7,6,0,1,0,0,0,1,4,1,2,5,12,13
Latvia,F,2,1,12,15,7,0,0,34,16,12,12,13,53,87
Lebanon,PF,5,4,5,8,4,0,0,17,12,8,5,9,34,51
Lesotho,F,2,3,9,12,9,0,0,30,14,7,11,9,41,71
Liberia,PF,3,4,9,10,6,0,0,25,11,8,7,8,34,59
Libya,NF,7,7,0,1,0,0,0,1,1,0,0,6,7,8
Liechtenstein,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Lithuania,F,1,1,12,16,9,0,0,37,16,11,14,13,54,91
Luxembourg,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Macedonia,PF,3,3,7,10,7,0,0,24,11,7,8,10,36,60
Madagascar,PF,4,3,7,8,7,0,0,22,10,8,9,9,36,58
Malawi,PF,4,4,7,10,6,0,0,23,11,8,8,7,34,57
Malaysia,PF,4,4,6,8,6,0,0,20,9,6,6,8,29,49
Maldives,PF,4,4,6,9,5,0,0,20,8,6,7,7,28,48
Mali,F,2,3,9,12,9,0,0,30,16,9,7,8,40,70
Malta,F,1,1,12,16,11,0,0,39,16,12,16,15,59,98
Marshall Islands,F,1,1,11,15,10,0,0,36,16,11,15,13,55,91
Mauritania,NF,6,5,2,3,4,0,0,9,9,5,4,5,23,32
Mauritius,F,1,2,12,15,11,0,0,38,15,12,13,12,52,90
Mexico,F,2,3,10,13,8,0,0,31,14,8,6,11,39,70
Micronesia,F,1,1,12,15,10,0,0,37,16,11,15,14,56,93
Moldova,PF,4,4,9,8,5,0,0,22,10,6,8,9,33,55
Monaco,F,2,1,10,11,10,0,0,31,15,12,15,14,56,87
Mongolia,F,2,2,9,15,10,0,0,34,15,9,12,12,48,82
Montenegro,PF,3,3,9,9,6,0,0,24,13,10,8,11,42,66
Morocco,PF,5,4,4,7,5,0,0,16,8,6,6,8,28,44
Mozambique,PF,3,3,7,11,7,0,0,25,12,7,8,9,36,61
Myanmar,NF,7,7,0,0,0,0,3,-3,2,0,0,3,5,2
Nagorno-Karabakh*,PF,5,5,6,5,3,0,0,14,7,3,5,5,20,34
Namibia,F,2,2,10,11,9,0,0,30,15,11,10,9,45,75
Nauru,F,1,1,12,16,10,0,0,38,15,11,15,14,55,93
Nepal,PF,4,4,6,11,4,0,0,21,10,6,6,7,29,50
Netherlands,F,1,1,12,16,12,0,0,40,16,12,15,16,59,99
New Zealand,F,1,1,12,15,12,0,0,39,16,11,15,15,57,96
Nicaragua,PF,4,3,9,9,4,0,0,22,12,6,8,9,35,57
Niger,PF,3,4,11,9,8,0,0,28,10,8,6,6,30,58
Nigeria,PF,5,4,3,8,6,0,0,17,10,8,5,7,30,47
North Korea,NF,7,7,0,0,0,0,0,0,0,0,0,2,2,2
Northern Cyprus*,F,2,2,11,14,9,0,0,34,14,9,12,12,47,81
Norway,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Oman,NF,6,5,2,2,2,4,0,10,6,3,4,5,18,28
Pakistan,PF,4,5,6,8,4,0,0,18,7,7,2,6,22,40
Pakistani Kashmir,NF,6,5,2,3,3,0,2,6,6,5,4,6,21,27
Palau,F,1,1,12,15,10,0,0,37,16,11,15,13,55,92
Palestinian Authority Administered Territories*,NF,5,6,4,5,3,0,0,12,5,3,1,4,13,25
Panama,F,1,2,12,15,9,0,0,36,15,11,9,12,47,83
Papua New Guinea,PF,4,3,9,10,4,0,0,23,12,9,7,8,36,59
Paraguay,PF,3,3,11,12,5,0,0,28,12,8,6,10,36,64
Peru,F,2,3,11,14,7,0,0,32,15,8,8,10,41,73
Philippines,PF,4,3,6,10,6,0,0,22,14,8,6,10,38,60
Poland,F,1,1,12,16,10,0,0,38,16,12,13,14,55,93
Portugal,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Puerto Rico*,F,1,1,12,15,10,0,0,37,16,11,14,14,55,92
Qatar,NF,6,5,2,2,3,3,0,10,8,2,4,4,18,28
Romania,F,2,2,12,14,8,0,0,34,14,11,12,12,49,83
Russia,NF,6,5,2,3,3,0,0,8,8,4,4,7,23,31
Rwanda,NF,6,5,3,4,4,0,0,11,7,3,6,7,23,34
Samoa,F,2,2,9,13,10,0,0,32,14,10,13,12,49,81
San Marino,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Sao Tome and Principe,F,2,2,11,14,8,0,0,33,15,10,12,10,47,80
Saudi Arabia,NF,7,6,0,0,1,2,0,3,4,0,3,2,9,12
Senegal,PF,3,3,9,11,9,0,0,29,14,10,10,9,43,72
Serbia,F,3,2,9,13,7,0,0,29,14,11,9,13,47,76
Seychelles,PF,3,3,8,10,7,0,0,25,11,9,11,11,42,67
Sierra Leone,PF,3,3,10,12,5,0,0,27,12,8,8,9,37,64
Singapore,PF,5,4,4,6,7,0,0,17,9,3,7,12,31,48
Slovakia,F,1,1,12,15,10,0,0,37,16,12,12,14,54,91
Slovenia,F,1,1,12,15,11,0,0,38,14,12,14,13,53,91
Solomon Islands,PF,4,3,6,10,6,0,0,22,13,9,8,12,42,64
Somalia,NF,7,7,0,0,0,0,0,0,2,0,0,0,2,2
Somaliland*,PF,5,4,5,7,5,0,0,17,8,6,7,6,27,44
South Africa,F,2,2,12,14,9,0,0,35,15,12,11,12,50,85
South Korea,F,1,2,11,15,10,0,0,36,14,11,13,12,50,86
South Ossetia,NF,7,6,1,0,0,0,3,-2,4,1,1,5,11,9
Spain,F,1,1,12,16,12,0,0,40,16,12,14,15,57,97
Sri Lanka,PF,4,4,8,7,6,0,0,21,8,8,6,9,31,52
St. Kitts and Nevis,F,1,1,12,16,11,0,0,39,15,12,12,14,53,92
St. Lucia,F,1,1,12,16,11,0,0,39,15,12,12,14,53,92
St. Vincent and the Grenadines,F,2,1,11,15,9,0,0,35,15,11,13,14,53,88
Sudan,NF,7,7,0,4,3,0,4,3,4,3,0,0,7,10
Suriname,F,2,2,12,13,8,0,0,33,15,11,9,10,45,78
Swaziland,NF,7,5,0,1,1,1,0,3,8,3,4,5,20,23
Sweden,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Switzerland,F,1,1,12,15,12,0,0,39,16,12,15,15,58,97
Syria,NF,7,6,0,0,1,0,0,1,2,0,1,5,8,9
Taiwan,F,2,1,11,15,9,0,0,35,16,10,15,13,54,89
Tajikistan,NF,6,5,2,4,2,0,0,8,6,4,4,5,19,27
Tanzania,PF,4,3,6,10,6,0,0,22,11,7,10,8,36,58
Thailand,PF,5,4,3,5,4,0,0,12,9,6,6,11,32,44
The Gambia,PF,5,4,6,7,3,0,0,16,8,6,6,7,27,43
Tibet*,NF,7,7,0,0,1,0,3,-2,0,0,0,3,3,1
Timor-Leste,PF,3,4,11,11,6,0,0,28,12,7,6,9,34,62
Togo,PF,5,5,4,7,3,0,0,14,8,6,5,6,25,39
Tonga,PF,5,3,3,9,3,0,0,15,12,5,11,12,40,55
Transnistria,NF,6,6,2,4,1,0,0,7,6,2,2,5,15,22
Trinidad and Tobago,F,2,2,11,12,9,0,0,32,15,11,10,13,49,81
Tunisia,NF,7,5,1,3,1,0,0,5,4,2,4,8,18,23
Turkey,PF,3,3,10,12,7,0,0,29,11,7,8,10,36,65
Turkmenistan,NF,7,7,0,1,0,0,0,1,2,0,1,2,5,6
Tuvalu,F,1,1,12,15,10,0,0,37,16,12,15,14,57,94
Uganda,PF,5,4,4,7,4,0,0,15,11,6,6,7,30,45
Ukraine,F,3,2,10,13,5,0,0,28,13,11,10,11,45,73
United Arab Emirates,NF,6,5,1,2,2,4,0,9,8,3,4,4,19,28
United Kingdom,F,1,1,12,16,12,0,0,40,16,12,14,15,57,97
United States,F,1,1,11,16,11,0,0,38,16,11,14,15,56,94
Uruguay,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Uzbekistan,NF,7,7,0,0,0,0,0,0,1,0,0,2,3,3
Vanuatu,F,2,2,9,15,8,0,0,32,16,11,10,11,48,80
Venezuela,PF,4,4,7,8,3,0,0,18,9,6,5,8,28,46
Vietnam,NF,7,5,0,1,1,0,0,2,6,2,4,8,20,22
Western Sahara*,NF,7,6,0,0,0,0,2,-2,3,3,0,5,11,9
Yemen,PF,5,5,5,7,3,0,0,15,7,4,4,5,20,35
Zambia,PF,3,3,8,12,6,0,0,26,11,8,9,7,35,61
Zimbabwe,NF,7,6,1,3,0,0,0,4,4,2,1,1,8,12
