Country/Territory,Status,PR Rating,CL Rating,A Aggr,B Aggr,C Aggr,Add A,Add B,PR Aggr,D Aggr,E Aggr,F Aggr,G Aggr,CL Aggr,Total Aggr
Iraq,NF,5,6,7,5,2,0,2,12,5,4,1,4,14,26
Ireland,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Israel,F,1,2,12,14,10,0,0,36,13,11,11,11,46,82
Israeli Occupied Territories*,NF,6,6,3,2,3,0,2,6,6,5,1,3,15,21
Italy,F,1,2,12,15,10,0,0,37,14,12,12,14,52,89
Jamaica,F,2,3,12,14,8,0,0,34,15,9,7,10,41,75
Japan,F,1,2,12,15,10,0,0,37,13,10,15,13,51,88
Jordan,NF,6,5,2,5,3,0,0,10,7,3,6,8,24,34
Kazakhstan,NF,6,5,2,3,2,0,0,7,7,3,4,7,21,28
Kenya,PF,4,4,6,9,4,0,0,19,13,8,6,6,33,52
Kiribati,F,1,1,12,16,8,0,0,36,15,12,15,13,55,91
Kosovo,PF,5,4,6,7,3,0,2,14,8,6,5,7,26,40
Kuwait,PF,4,4,4,9,6,0,0,19,8,6,7,6,27,46
Kyrgyzstan,NF,6,5,3,5,3,0,0,11,8,5,5,7,25,36
Laos,NF,7,6,0,1,0,0,0,1,4,1,2,5,12,13
Latvia,F,2,1,12,14,7,0,0,33,16,12,12,13,53,86
Lebanon,PF,5,3,5,9,3,0,0,17,12,8,6,9,35,52
Lesotho,PF,3,3,9,11,9,0,0,29,14,7,11,9,41,70
Liberia,PF,3,4,8,10,6,0,0,24,11,8,7,8,34,58
Libya,NF,7,7,0,1,0,0,0,1,1,0,0,6,7,8
Liechtenstein,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Lithuania,F,1,1,12,16,9,0,0,37,16,11,13,13,53,90
Luxembourg,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Macedonia,PF,3,3,8,10,7,0,0,25,12,7,9,10,38,63
Madagascar,PF,6,4,2,5,2,0,0,9,10,7,6,9,32,41
Malawi,PF,3,4,8,11,7,0,0,26,11,8,8,7,34,60
Malaysia,PF,4,4,6,8,6,0,0,20,9,6,6,8,29,49
Maldives,PF,3,4,9,9,7,0,0,25,8,8,8,8,32,57
Mali,F,2,3,9,13,9,0,0,31,16,10,7,7,40,71
Malta,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Marshall Islands,F,1,1,11,15,10,0,0,36,16,11,15,13,55,91
Mauritania,NF,6,5,3,3,5,0,0,11,9,5,4,5,23,34
Mauritius,F,1,2,12,15,11,0,0,38,15,12,13,12,52,90
Mexico,F,2,3,10,12,8,0,0,30,14,8,6,11,39,69
Micronesia,F,1,1,12,15,10,0,0,37,16,11,15,14,56,93
Moldova,PF,3,4,9,11,5,0,0,25,10,6,8,9,33,58
Monaco,F,2,1,10,11,10,0,0,31,15,12,15,14,56,87
Mongolia,F,2,2,10,15,10,0,0,35,15,11,12,12,50,85
Montenegro,F,3,2,9,9,7,0,0,25,13,10,9,12,44,69
Morocco,PF,5,4,4,6,4,0,0,14,8,6,6,8,28,42
Mozambique,PF,4,3,6,10,7,0,0,23,12,7,8,9,36,59
Myanmar,NF,7,7,0,0,0,0,3,-3,2,0,0,3,5,2
Nagorno-Karabakh*,PF,5,5,6,4,3,0,0,13,6,3,5,5,19,32
Namibia,F,2,2,10,11,9,0,0,30,15,12,10,9,46,76
Nauru,F,1,1,12,16,10,0,0,38,15,11,15,14,55,93
Nepal,PF,4,4,6,11,4,0,0,21,10,6,6,7,29,50
Netherlands,F,1,1,12,16,12,0,0,40,16,12,15,16,59,99
New Zealand,F,1,1,12,15,12,0,0,39,16,12,15,15,58,97
Nicaragua,PF,4,4,9,7,4,0,0,20,12,6,7,9,34,54
Niger,PF,5,4,3,6,4,0,0,13,10,8,5,6,29,42
Nigeria,PF,5,4,3,7,6,0,0,16,9,8,5,7,29,45
North Korea,NF,7,7,0,0,0,0,0,0,0,0,0,1,1,1
Northern Cyprus*,F,2,2,11,14,9,0,0,34,14,9,12,12,47,81
Norway,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Oman,NF,6,5,2,2,2,3,0,9,6,3,4,5,18,27
Pakistan,PF,4,5,6,9,4,0,0,19,7,7,4,6,24,43
Pakistani Kashmir*,NF,6,5,3,4,3,0,2,8,6,5,4,6,21,29
Palau,F,1,1,12,15,10,0,0,37,16,11,15,13,55,92
Palestinian Authority Administered Territories*,NF,6,6,4,5,2,0,0,11,5,3,1,5,14,25
Panama,F,1,2,12,15,9,0,0,36,15,11,9,12,47,83
Papua New Guinea,PF,4,3,9,10,4,0,0,23,12,9,7,8,36,59
Paraguay,PF,3,3,11,12,5,0,0,28,12,8,6,10,36,64
Peru,F,2,3,11,13,7,0,0,31,15,8,8,10,41,72
Philippines,PF,4,3,6,9,6,0,0,21,13,8,5,10,36,57
Poland,F,1,1,12,16,10,0,0,38,16,12,13,14,55,93
Portugal,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Puerto Rico,F,1,1,12,15,10,0,0,37,16,11,14,14,55,92
Qatar,NF,6,5,2,2,3,3,0,10,8,2,4,4,18,28
Romania,F,2,2,12,14,8,0,0,34,14,11,12,12,49,83
Russia,NF,6,5,1,3,3,0,0,7,6,4,3,7,20,27
Rwanda,NF,6,5,3,3,4,0,0,10,7,4,6,7,24,34
Samoa,F,2,2,9,13,10,0,0,32,14,10,13,12,49,81
San Marino,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Sao Tome and Principe,F,2,2,11,14,8,0,0,33,15,10,12,10,47,80
Saudi Arabia,NF,7,6,0,0,1,2,0,3,4,0,3,2,9,12
Senegal,PF,3,3,9,12,8,0,0,29,14,10,10,9,43,72
Serbia,F,2,2,9,14,7,0,0,30,15,11,9,13,48,78
Seychelles,PF,3,3,8,10,7,0,0,25,11,9,11,11,42,67
Sierra Leone,PF,3,3,10,11,6,0,0,27,12,8,8,9,37,64
Singapore,PF,5,4,4,6,7,0,0,17,9,3,7,12,31,48
Slovakia,F,1,1,12,15,10,0,0,37,15,12,12,14,53,90
Slovenia,F,1,1,12,15,11,0,0,38,14,12,14,13,53,91
Solomon Islands,PF,4,3,6,10,6,0,0,22,13,9,8,12,42,64
Somalia,NF,7,7,0,0,0,0,0,0,1,0,0,0,1,1
Somaliland*,PF,5,5,4,7,5,0,0,16,7,5,6,6,24,40
South Africa,F,2,2,12,14,9,0,0,35,15,12,10,12,49,84
South Korea,F,1,2,11,15,10,0,0,36,14,11,13,12,50,86
South Ossetia*,NF,7,6,0,0,0,0,3,-3,4,0,1,3,8,5
Spain,F,1,1,12,16,12,0,0,40,16,12,14,15,57,97
Sri Lanka,PF,4,4,8,8,6,0,0,22,8,7,6,9,30,52
St. Kitts and Nevis,F,1,1,12,16,11,0,0,39,15,12,12,14,53,92
St. Lucia,F,1,1,12,16,11,0,0,39,15,12,12,14,53,92
St. Vincent and the Grenadines,F,2,1,11,15,9,0,0,35,15,11,13,14,53,88
Sudan,NF,7,7,0,4,3,0,4,3,4,2,0,0,6,9
Suriname,F,2,2,12,13,8,0,0,33,15,11,9,10,45,78
Swaziland,NF,7,5,0,1,1,1,0,3,8,3,5,5,21,24
Sweden,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Switzerland,F,1,1,12,15,12,0,0,39,15,12,15,15,57,96
Syria,NF,7,6,0,0,1,0,0,1,2,0,1,5,8,9
Taiwan,F,1,2,11,15,10,0,0,36,15,10,14,13,52,88
Tajikistan,NF,6,5,2,4,2,0,0,8,6,4,4,5,19,27
Tanzania,PF,4,3,6,9,6,0,0,21,11,7,10,8,36,57
Thailand,PF,5,4,3,5,4,0,0,12,9,6,6,11,32,44
The Gambia,PF,5,5,6,7,2,0,0,15,8,5,4,7,24,39
Tibet*,NF,7,7,0,0,1,0,3,-2,0,0,0,3,3,1
Timor-Leste,PF,3,4,11,11,6,0,0,28,12,7,6,9,34,62
Togo,PF,5,4,5,8,3,0,0,16,8,6,6,7,27,43
Tonga,PF,5,3,3,9,3,0,0,15,12,5,11,12,40,55
Transnistria*,NF,6,6,2,4,1,0,0,7,6,2,2,5,15,22
Trinidad and Tobago,F,2,2,11,12,9,0,0,32,15,11,10,13,49,81
Tunisia,NF,7,5,1,3,1,0,0,5,4,2,4,8,18,23
Turkey,PF,3,3,10,10,7,0,0,27,11,7,8,10,36,63
Turkmenistan,NF,7,7,0,1,0,0,0,1,3,0,1,3,7,8
Tuvalu,F,1,1,12,15,10,0,0,37,16,12,15,14,57,94
Uganda,PF,5,4,4,7,4,0,0,15,11,6,6,7,30,45
Ukraine,F,3,2,10,13,5,0,0,28,13,11,10,11,45,73
United Arab Emirates,NF,6,5,1,2,2,3,0,8,8,3,4,4,19,27
United Kingdom,F,1,1,12,16,12,0,0,40,15,12,14,15,56,96
United States,F,1,1,11,16,11,0,0,38,16,11,14,15,56,94
Uruguay,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Uzbekistan,NF,7,7,0,0,0,0,0,0,1,0,0,3,4,4
Vanuatu,F,2,2,9,15,8,0,0,32,16,11,10,11,48,80
Venezuela,PF,5,4,6,7,3,0,0,16,9,5,5,8,27,43
Vietnam,NF,7,5,0,1,1,0,0,2,6,1,4,8,19,21
Western Sahara*,NF,7,6,0,0,0,0,2,-2,3,2,0,5,10,8
Yemen,NF,6,5,4,4,3,0,0,11,7,3,3,5,18,29
Zambia,PF,3,4,8,12,6,0,0,26,11,7,9,7,34,60
Zimbabwe,NF,6,6,2,4,1,0,0,7,4,3,1,2,10,17
