Country/Territory,Status,PR Rating,CL Rating,A Aggr,B Aggr,C Aggr,Add A,Add B,PR Aggr,D Aggr,E Aggr,F Aggr,G Aggr,CL Aggr,Total Aggr
Eritrea,NF,7,7,0,0,1,0,0,1,0,0,0,2,2,3
Estonia,F,1,1,12,15,12,0,0,39,16,12,14,14,56,95
Ethiopia,NF,6,6,1,2,4,0,0,7,3,0,3,5,11,18
Fiji,PF,6,4,0,5,2,0,0,7,11,3,6,10,30,37
Finland,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
France,F,1,1,12,15,11,0,0,38,15,12,15,15,57,95
Gabon,NF,6,5,2,4,3,0,0,9,10,4,6,5,25,34
Gaza Strip*,NF,7,6,2,2,1,0,0,5,4,3,0,3,10,15
Georgia,PF,3,3,8,10,7,0,0,25,12,8,8,10,38,63
Germany,F,1,1,12,15,12,0,0,39,15,12,15,15,57,96
Ghana,F,1,2,12,15,10,0,0,37,14,11,12,10,47,84
Greece,F,2,2,12,15,8,0,0,35,14,11,10,13,48,83
Grenada,F,1,2,12,16,10,0,0,38,15,11,12,13,51,89
Guatemala,PF,3,4,9,10,5,0,0,24,12,6,6,8,32,56
Guinea,PF,5,5,6,8,3,0,0,17,9,6,4,5,24,41
Guinea-Bissau,NF,6,5,3,5,1,0,0,9,10,5,3,5,23,32
Guyana,F,2,3,11,13,7,0,0,31,15,10,7,9,41,72
Haiti,PF,4,5,4,9,5,0,0,18,10,5,4,6,25,43
Honduras,PF,4,4,7,9,4,0,0,20,11,6,5,9,31,51
Hong Kong*,PF,5,2,3,7,6,0,0,16,14,9,15,13,51,67
Hungary,F,1,2,12,15,9,0,0,36,15,12,11,14,52,88
Iceland,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
India,F,2,3,11,14,9,0,0,34,13,11,9,10,43,77
Indian Kashmir*,PF,4,4,8,8,4,0,0,20,9,6,6,8,29,49
Indonesia,PF,2,4,11,13,6,0,0,30,12,8,5,9,34,64
Iran,NF,6,6,3,2,2,0,0,7,2,1,3,4,10,17
Iraq,NF,5,6,7,5,1,0,1,12,5,4,0,4,13,25
Ireland,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Israel,F,1,2,12,14,10,0,0,36,12,11,11,11,45,81
Italy,F,1,1,12,15,10,0,0,37,15,12,12,14,53,90
Jamaica,F,2,3,12,13,9,0,0,34,15,9,6,10,40,74
Japan,F,1,1,12,15,10,0,0,37,14,11,15,13,53,90
Jordan,NF,6,5,2,6,3,0,0,11,7,3,6,8,24,35
Kazakhstan,NF,6,5,2,3,1,0,0,6,4,3,4,8,19,25
Kenya,PF,4,4,7,10,5,0,0,22,11,7,6,7,31,53
Kiribati,F,1,1,12,16,8,0,0,36,15,12,15,13,55,91
Kosovo,PF,5,4,6,9,3,0,1,17,8,6,5,7,26,43
Kuwait,PF,5,5,2,9,5,0,0,16,6,4,7,6,23,39
Kyrgyzstan,PF,5,5,6,6,4,0,2,14,9,5,4,7,25,39
Laos,NF,7,6,0,0,1,0,0,1,4,0,2,5,11,12
Latvia,F,2,2,12,14,7,0,0,33,15,12,12,12,51,84
Lebanon,PF,5,4,4,9,3,0,0,16,11,7,5,9,32,48
Lesotho,F,2,3,10,13,8,0,0,31,14,7,11,9,41,72
Liberia,PF,3,4,9,11,6,0,0,26,10,8,7,8,33,59
Libya,PF,4,5,9,9,3,0,0,21,8,5,1,6,20,41
Liechtenstein,F,1,1,12,15,12,0,0,39,16,12,15,16,59,98
Lithuania,F,1,1,12,16,9,0,0,37,16,11,13,13,53,90
Luxembourg,F,1,1,12,16,11,0,0,39,16,12,16,16,60,99
Macedonia,PF,3,3,8,11,7,0,0,26,11,8,8,11,38,64
Madagascar,PF,5,4,6,8,1,0,0,15,9,7,5,7,28,43
Malawi,PF,3,4,8,11,7,0,0,26,11,7,9,7,34,60
Malaysia,PF,4,4,6,7,6,0,0,19,8,6,5,9,28,47
Maldives,PF,4,4,7,7,5,0,0,19,7,7,7,8,29,48
Mali,PF,5,4,6,7,4,0,0,17,11,6,6,4,27,44
Malta,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Marshall Islands,F,1,1,11,15,10,0,0,36,16,11,15,13,55,91
Mauritania,NF,6,5,3,3,5,0,0,11,10,4,4,5,23,34
Mauritius,F,1,2,12,15,11,0,0,38,15,12,13,12,52,90
Mexico,PF,3,3,9,12,7,0,0,28,13,8,6,10,37,65
Micronesia,F,1,1,12,15,10,0,0,37,16,11,15,14,56,93
Moldova,PF,3,3,11,12,6,0,0,29,11,8,7,9,35,64
Monaco,F,2,1,10,11,10,0,0,31,16,12,15,14,57,88
Mongolia,F,1,2,11,16,9,0,0,36,15,11,12,12,50,86
Montenegro,F,3,2,9,11,7,0,0,27,13,10,10,12,45,72
Morocco,PF,5,4,5,7,3,0,0,15,8,6,6,7,27,42
Mozambique,PF,4,3,6,10,7,0,0,23,12,7,7,9,35,58
Myanmar,NF,6,5,3,6,3,0,3,9,7,4,1,5,17,26
Nagorno-Karabakh*,PF,5,5,4,5,3,0,0,12,6,3,5,5,19,31
Namibia,F,2,2,10,11,9,0,0,30,14,12,11,9,46,76
Nauru,F,1,1,12,16,10,0,0,38,15,11,14,14,54,92
Nepal,PF,4,4,8,11,4,0,0,23,9,6,5,7,27,50
Netherlands,F,1,1,12,16,12,0,0,40,16,12,15,16,59,99
New Zealand,F,1,1,12,15,12,0,0,39,16,12,15,15,58,97
Nicaragua,PF,4,3,6,7,6,0,0,19,12,6,7,10,35,54
Niger,PF,3,4,9,10,7,0,0,26,11,8,5,6,30,56
Nigeria,PF,4,4,6,9,5,0,0,20,9,7,4,6,26,46
North Korea,NF,7,7,0,0,0,0,0,0,0,0,0,3,3,3
Northern Cyprus*,F,2,2,11,12,9,0,0,32,14,9,12,12,47,79
Norway,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Oman,NF,6,5,2,2,2,3,0,9,5,3,4,5,17,26
Pakistan,PF,4,5,7,9,5,0,0,21,5,6,4,6,21,42
Pakistani Kashmir*,NF,6,5,3,4,3,0,2,8,6,5,4,6,21,29
Palau,F,1,1,12,15,10,0,0,37,16,11,15,13,55,92
Panama,F,2,2,12,15,8,0,0,35,15,11,9,12,47,82
Papua New Guinea,PF,3,3,9,10,5,0,0,24,12,9,7,8,36,60
Paraguay,PF,3,3,10,12,4,0,0,26,12,8,5,10,35,61
Peru,F,2,3,10,13,7,0,0,30,15,8,8,10,41,71
Philippines,PF,3,3,9,10,7,0,0,26,14,8,5,10,37,63
Poland,F,1,1,12,16,10,0,0,38,16,12,13,14,55,93
Portugal,F,1,1,12,16,11,0,0,39,16,12,15,15,58,97
Puerto Rico,F,1,2,12,15,10,0,0,37,16,10,12,14,52,89
Qatar,NF,6,5,2,2,3,3,0,10,8,2,4,4,18,28
Romania,F,2,2,12,14,9,0,0,35,14,11,12,12,49,84
Russia,NF,6,5,1,3,3,0,0,7,6,4,2,7,19,26
Rwanda,NF,6,5,2,2,5,0,0,9,5,2,3,7,17,26
Samoa,F,2,2,9,13,10,0,0,32,14,10,13,12,49,81
San Marino,F,1,1,12,16,12,0,0,40,16,12,16,16,60,100
Sao Tome and Principe,F,2,2,11,14,9,0,0,34,15,10,12,10,47,81
Saudi Arabia,NF,7,7,0,0,1,2,0,3,3,0,2,2,7,10
Senegal,F,2,2,11,13,9,0,0,33,15,11,10,10,46,79
Serbia,F,2,2,9,14,7,0,0,30,15,10,10,13,48,78
Seychelles,PF,3,3,8,10,7,0,0,25,11,9,11,11,42,67
Sierra Leone,PF,3,3,10,12,7,0,0,29,12,7,9,10,38,67
Singapore,PF,4,4,4,8,7,0,0,19,9,4,7,12,32,51
Slovakia,F,1,1,12,15,10,0,0,37,16,12,12,14,54,91
Slovenia,F,1,1,12,15,11,0,0,38,14,12,14,13,53,91
Solomon Islands,PF,4,3,6,10,6,0,0,22,14,9,8,12,43,65
Somalia,NF,7,7,0,0,0,0,0,0,1,0,0,1,2,2
Somaliland*,PF,4,5,5,10,6,0,0,21,7,5,7,6,25,46
South Africa,F,2,2,12,13,8,0,0,33,15,12,10,11,48,81
South Korea,F,2,2,11,14,10,0,0,35,14,11,13,12,50,85
South Ossetia*,NF,7,6,0,0,0,0,3,-3,4,0,1,3,8,5
South Sudan,NF,6,6,4,2,2,0,0,8,7,3,1,5,16,24
Spain,F,1,1,12,16,11,0,0,39,15,12,15,15,57,96
Sri Lanka,PF,5,4,6,6,4,0,0,16,7,6,5,8,26,42
St. Kitts and Nevis,F,1,1,12,16,9,0,0,37,15,12,13,13,53,90
St. Lucia,F,1,1,12,16,11,0,0,39,15,12,12,14,53,92
St. Vincent and the Grenadines,F,1,1,11,16,9,0,0,36,15,12,12,14,53,89
Sudan,NF,7,7,2,3,1,0,4,2,3,1,0,1,5,7
Suriname,F,2,2,12,13,8,0,0,33,15,11,8,10,44,77
Swaziland,NF,7,5,0,1,0,0,0,1,8,2,5,4,19,20
Sweden,F,1,1,12,16,12,0,0,40,16,12,15,16,59,99
Switzerland,F,1,1,12,15,12,0,0,39,15,12,15,15,57,96
Syria,NF,7,7,0,0,0,0,2,-2,1,0,0,2,3,1
Taiwan,F,1,2,11,15,10,0,0,36,14,11,14,13,52,88
Tajikistan,NF,6,6,2,4,2,0,0,8,5,4,3,4,16,24
Tanzania,PF,3,3,9,12,8,0,0,29,10,7,9,9,35,64
Thailand,PF,4,4,8,9,5,0,0,22,10,6,6,10,32,54
The Gambia,NF,6,6,2,5,0,0,0,7,4,3,1,6,14,21
Tibet*,NF,7,7,0,0,1,0,3,-2,0,0,0,3,3,1
Timor-Leste,PF,3,4,11,12,6,0,0,29,12,7,6,9,34,63
Togo,PF,4,4,5,8,5,0,0,18,9,6,7,7,29,47
Tonga,F,2,2,11,14,6,0,0,31,13,8,11,12,44,75
Transnistria*,NF,6,6,3,5,2,0,0,10,5,2,2,5,14,24
Trinidad and Tobago,F,2,2,11,13,9,0,0,33,15,11,9,13,48,81
Tunisia,PF,3,3,9,12,6,0,0,27,11,9,6,10,36,63
Turkey,PF,3,4,11,10,7,0,0,28,9,6,8,9,32,60
Turkmenistan,NF,7,7,0,1,0,0,0,1,2,0,1,3,6,7
Tuvalu,F,1,1,12,15,10,0,0,37,16,12,15,14,57,94
Uganda,PF,6,4,3,5,3,0,0,11,10,4,5,7,26,37
Ukraine,PF,4,3,8,8,4,0,0,20,9,8,7,11,35,55
United Arab Emirates,NF,6,6,1,2,2,3,0,8,4,2,3,4,13,21
United Kingdom,F,1,1,12,16,12,0,0,40,15,12,15,15,57,97
United States,F,1,1,11,16,10,0,0,37,15,11,14,15,55,92
Uruguay,F,1,1,12,16,12,0,0,40,16,12,15,15,58,98
Uzbekistan,NF,7,7,0,0,0,0,0,0,1,0,0,3,4,4
Vanuatu,F,2,2,9,15,8,0,0,32,15,11,10,11,47,79
Venezuela,PF,5,5,5,7,2,0,0,14,8,4,4,8,24,38
Vietnam,NF,7,5,0,1,2,0,0,3,4,1,4,8,17,20
West Bank*,NF,6,5,2,5,2,0,2,7,8,6,5,5,24,31
Western Sahara*,NF,7,7,0,0,0,0,2,-2,3,0,0,4,7,5
Yemen,NF,6,6,3,4,3,0,0,10,6,3,2,5,16,26
Zambia,PF,3,4,8,10,7,0,0,25,11,7,8,8,34,59
Zimbabwe,NF,5,6,3,6,3,0,0,12,6,3,2,5,16,28
